Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Viburnum dentatum,Viburnum dentatum,,1,Accepted,Viburnum dentatum,L.,Adoxaceae,tpl;tropicos;usda, ,
Viburnum lentago,Viburnum lentago,,1,Accepted,Viburnum lentago,L.,Adoxaceae,tpl;tropicos;usda, ,
Viburnum opulus,Viburnum opulus,,1,Accepted,Viburnum opulus,L.,Adoxaceae,tpl;tropicos;usda, ,
Viburnum prunifolium,Viburnum prunifolium,,1,Accepted,Viburnum prunifolium,L.,Adoxaceae,tpl;tropicos;usda, ,
Viburnum rafinesquianum,Viburnum rafinesquianum,,1,Accepted,Viburnum rafinesquianum,Schult.,Adoxaceae,tpl;tropicos, ,
Viburnum recognitum,Viburnum recognitum,,1,Accepted,Viburnum recognitum,Fernald,Adoxaceae,tpl;tropicos;usda, ,
Viburnum sp.,Viburnum,,0.9,Accepted,Viburnum,,Adoxaceae,tpl, ,
Viburnum species,Viburnum,,0.9,Accepted,Viburnum,,Adoxaceae,tpl, ,
Viburnumspecies,No suitable matches found.,,0,,,,,, ,
Vicia sp.,Vicia,,0.9,Accepted,Vicia,,Fabaceae,tpl;usda, ,
Vine species,Vignea,,0.5,No opinion,,,,tpl, ,
Viola missouriensis,Viola missouriensis,,1,Synonym,Viola sororia var. missouriensis,(Greene) L.E. McKinney,Violaceae,tpl, ,
Viola pubescens,Viola pubescens,,1,Accepted,Viola pubescens,Aiton,Violaceae,tpl;tropicos;usda, ,
Viola sororia,Viola sororia,,1,Accepted,Viola sororia,Willd.,Violaceae,tpl;tropicos;usda, ,
Viola sp.,Viola,,0.9,Accepted,Viola,,Violaceae,tpl, ,
Viola species,Viola,,0.9,Accepted,Viola,,Violaceae,tpl, ,
Vitis riparia,Vitis riparia,,1,Synonym,Vitis vulpina,L.,Vitaceae,tpl, ,
Vitis sp.,Vitis,,0.9,Accepted,Vitis,,Vitaceae,tpl, ,
Vitis vulpina,Vitis vulpina,,1,Accepted,Vitis vulpina,L.,Vitaceae,tpl;tropicos;usda, ,
Weather station,No suitable matches found.,,0,,,,,, ,
